layer_id,shape,precision,tactic,candidate_operator,confidence
522,"inputs=[{""name"":""__myln_k_arg__bb1_3185"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__mye624839dconst"",""shape"":[1,1024,3072],""precision"":""Half""},{""name"":""__mye570135/up_proj_20/MatMul_alpha"",""shape"":[1],""precision"":""Float""},{""name"":""__mye570136/up_proj_20/MatMul_beta"",""shape"":[1],""precision"":""Float""}]|outputs=[{""name"":""__myln_k_arg__bb1_3187"",""shape"":[1,1,3072],""precision"":""Half""}]",inputs=Half;Half;Float;Float|outputs=Half,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,L20:up_proj,HIGH
523,"inputs=[{""name"":""__myln_k_arg__bb1_3187"",""shape"":[1,1,3072],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_3186"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye624844dconst"",""shape"":[1,1024,3072],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3188"",""shape"":[1,1,3072],""precision"":""Half""}]",inputs=Half;Int8;Int8|outputs=Half,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L20:gate_proj,HIGH
524,"inputs=[{""name"":""__myln_k_arg__bb1_3184"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_3188"",""shape"":[1,1,3072],""precision"":""Half""},{""name"":""onnx__MatMul_8284 _ ONNXTRT_Broadcast_5945_constantHalf"",""shape"":[1,3072,1024],""precision"":""Half""}]|outputs=[{""name"":""hidden_l20"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Half;Half;Half|outputs=Half,sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_by_fusion_tactic,L20:down_proj,HIGH
528,"inputs=[{""name"":""__myln_k_arg__bb1_3192"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye624849dconst"",""shape"":[1,1024,1024],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3193"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L21:v_proj,HIGH
532,"inputs=[{""name"":""__myln_k_arg__bb1_3191"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye625007dconst"",""shape"":[1,1024,1024],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3196"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L21:k_proj,HIGH
536,"inputs=[{""name"":""__myln_k_arg__bb1_3190"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye625012dconst"",""shape"":[1,1024,2048],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3201"",""shape"":[1,1,2048],""precision"":""Half""}]",inputs=Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L21:q_proj,HIGH
540,"inputs=[{""name"":""/Add_84_output_0'.1"",""shape"":[16,1,128],""precision"":""Half""},{""name"":""shuffle_output_/Reshape_172 _ /Transpose_108_first_transpose_output.1"",""shape"":[16,128,-1],""precision"":""Half""},{""name"":""__mye570209/MatMul_42_alpha"",""shape"":[1],""precision"":""Float""},{""name"":""__mye570210/MatMul_42_beta"",""shape"":[1],""precision"":""Float""}]|outputs=[{""name"":""__mye570206"",""shape"":[16,1,-1],""precision"":""Half""}]",inputs=Half;Half;Float;Float|outputs=Half,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_aligna2_alignc2,UNKNOWN,MEDIUM
543,"inputs=[{""name"":""/Softmax_21_output'.1"",""shape"":[16,1,-1],""precision"":""Half""},{""name"":""/Expand_43_output_0'.1"",""shape"":[16,-1,128],""precision"":""Half""},{""name"":""__mye570230/MatMul_43_alpha"",""shape"":[1],""precision"":""Float""},{""name"":""__mye570231/MatMul_43_beta"",""shape"":[1],""precision"":""Float""}]|outputs=[{""name"":""__myln_k_arg__bb1_3207"",""shape"":[16,1,128],""precision"":""Half""}]",inputs=Half;Half;Float;Float|outputs=Half,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2,UNKNOWN,MEDIUM
545,"inputs=[{""name"":""hidden_l20"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__mye574622_q8"",""shape"":[1,1,2048],""precision"":""Int8""},{""name"":""__mye625364dconst"",""shape"":[1,2048,1024],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3209"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Half;Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L21:o_proj,HIGH
547,"inputs=[{""name"":""__myln_k_arg__bb1_3210"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__mye625369dconst"",""shape"":[1,1024,3072],""precision"":""Half""},{""name"":""__mye570254/up_proj_21/MatMul_alpha"",""shape"":[1],""precision"":""Float""},{""name"":""__mye570255/up_proj_21/MatMul_beta"",""shape"":[1],""precision"":""Float""}]|outputs=[{""name"":""__myln_k_arg__bb1_3212"",""shape"":[1,1,3072],""precision"":""Half""}]",inputs=Half;Half;Float;Float|outputs=Half,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,L21:up_proj,HIGH
548,"inputs=[{""name"":""__myln_k_arg__bb1_3212"",""shape"":[1,1,3072],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_3211"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye625374dconst"",""shape"":[1,1024,3072],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3213"",""shape"":[1,1,3072],""precision"":""Half""}]",inputs=Half;Int8;Int8|outputs=Half,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L21:gate_proj,HIGH
549,"inputs=[{""name"":""__myln_k_arg__bb1_3209"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_3213"",""shape"":[1,1,3072],""precision"":""Half""},{""name"":""onnx__MatMul_8320 _ ONNXTRT_Broadcast_6228_constantHalf"",""shape"":[1,3072,1024],""precision"":""Half""}]|outputs=[{""name"":""hidden_l21"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Half;Half;Half|outputs=Half,sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_by_fusion_tactic,L21:down_proj,HIGH
553,"inputs=[{""name"":""__myln_k_arg__bb1_3217"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye625379dconst"",""shape"":[1,1024,1024],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3218"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L22:v_proj,HIGH
557,"inputs=[{""name"":""__myln_k_arg__bb1_3216"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye625537dconst"",""shape"":[1,1024,1024],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3221"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L22:k_proj,HIGH
561,"inputs=[{""name"":""__myln_k_arg__bb1_3215"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye625542dconst"",""shape"":[1,1024,2048],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3226"",""shape"":[1,1,2048],""precision"":""Half""}]",inputs=Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L22:q_proj,HIGH
565,"inputs=[{""name"":""/Add_88_output_0'.1"",""shape"":[16,1,128],""precision"":""Half""},{""name"":""shuffle_output_/Reshape_180 _ /Transpose_113_first_transpose_output.1"",""shape"":[16,128,-1],""precision"":""Half""},{""name"":""__mye570328/MatMul_44_alpha"",""shape"":[1],""precision"":""Float""},{""name"":""__mye570329/MatMul_44_beta"",""shape"":[1],""precision"":""Float""}]|outputs=[{""name"":""__mye570325"",""shape"":[16,1,-1],""precision"":""Half""}]",inputs=Half;Half;Float;Float|outputs=Half,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_aligna2_alignc2,UNKNOWN,MEDIUM
568,"inputs=[{""name"":""/Softmax_22_output'.1"",""shape"":[16,1,-1],""precision"":""Half""},{""name"":""/Expand_45_output_0'.1"",""shape"":[16,-1,128],""precision"":""Half""},{""name"":""__mye570349/MatMul_45_alpha"",""shape"":[1],""precision"":""Float""},{""name"":""__mye570350/MatMul_45_beta"",""shape"":[1],""precision"":""Float""}]|outputs=[{""name"":""__myln_k_arg__bb1_3232"",""shape"":[16,1,128],""precision"":""Half""}]",inputs=Half;Half;Float;Float|outputs=Half,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2,UNKNOWN,MEDIUM
570,"inputs=[{""name"":""hidden_l21"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__mye574628_q8"",""shape"":[1,1,2048],""precision"":""Int8""},{""name"":""__mye625894dconst"",""shape"":[1,2048,1024],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3234"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Half;Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L22:o_proj,HIGH
572,"inputs=[{""name"":""__myln_k_arg__bb1_3235"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__mye625899dconst"",""shape"":[1,1024,3072],""precision"":""Half""},{""name"":""__mye570373/up_proj_22/MatMul_alpha"",""shape"":[1],""precision"":""Float""},{""name"":""__mye570374/up_proj_22/MatMul_beta"",""shape"":[1],""precision"":""Float""}]|outputs=[{""name"":""__myln_k_arg__bb1_3237"",""shape"":[1,1,3072],""precision"":""Half""}]",inputs=Half;Half;Float;Float|outputs=Half,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,L22:up_proj,HIGH
573,"inputs=[{""name"":""__myln_k_arg__bb1_3237"",""shape"":[1,1,3072],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_3236"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye625904dconst"",""shape"":[1,1024,3072],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3238"",""shape"":[1,1,3072],""precision"":""Half""}]",inputs=Half;Int8;Int8|outputs=Half,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L22:gate_proj,HIGH
574,"inputs=[{""name"":""__myln_k_arg__bb1_3234"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_3238"",""shape"":[1,1,3072],""precision"":""Half""},{""name"":""onnx__MatMul_8356 _ ONNXTRT_Broadcast_6511_constantHalf"",""shape"":[1,3072,1024],""precision"":""Half""}]|outputs=[{""name"":""hidden_l22"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Half;Half;Half|outputs=Half,sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_by_fusion_tactic,L22:down_proj,HIGH
578,"inputs=[{""name"":""__myln_k_arg__bb1_3242"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye625909dconst"",""shape"":[1,1024,1024],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3243"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L23:v_proj,HIGH
582,"inputs=[{""name"":""__myln_k_arg__bb1_3241"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye626067dconst"",""shape"":[1,1024,1024],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3246"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L23:k_proj,HIGH
586,"inputs=[{""name"":""__myln_k_arg__bb1_3240"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye626072dconst"",""shape"":[1,1024,2048],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3251"",""shape"":[1,1,2048],""precision"":""Half""}]",inputs=Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L23:q_proj,HIGH
590,"inputs=[{""name"":""/Add_92_output_0'.1"",""shape"":[16,1,128],""precision"":""Half""},{""name"":""shuffle_output_/Reshape_188 _ /Transpose_118_first_transpose_output.1"",""shape"":[16,128,-1],""precision"":""Half""},{""name"":""__mye570447/MatMul_46_alpha"",""shape"":[1],""precision"":""Float""},{""name"":""__mye570448/MatMul_46_beta"",""shape"":[1],""precision"":""Float""}]|outputs=[{""name"":""__mye570444"",""shape"":[16,1,-1],""precision"":""Half""}]",inputs=Half;Half;Float;Float|outputs=Half,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_aligna2_alignc2,UNKNOWN,MEDIUM
593,"inputs=[{""name"":""/Softmax_23_output'.1"",""shape"":[16,1,-1],""precision"":""Half""},{""name"":""/Expand_47_output_0'.1"",""shape"":[16,-1,128],""precision"":""Half""},{""name"":""__mye570468/MatMul_47_alpha"",""shape"":[1],""precision"":""Float""},{""name"":""__mye570469/MatMul_47_beta"",""shape"":[1],""precision"":""Float""}]|outputs=[{""name"":""__myln_k_arg__bb1_3257"",""shape"":[16,1,128],""precision"":""Half""}]",inputs=Half;Half;Float;Float|outputs=Half,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2,UNKNOWN,MEDIUM
595,"inputs=[{""name"":""hidden_l22"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__mye574634_q8"",""shape"":[1,1,2048],""precision"":""Int8""},{""name"":""__mye626424dconst"",""shape"":[1,2048,1024],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3259"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Half;Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L23:o_proj,HIGH
597,"inputs=[{""name"":""__myln_k_arg__bb1_3260"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__mye626429dconst"",""shape"":[1,1024,3072],""precision"":""Half""},{""name"":""__mye570492/up_proj_23/MatMul_alpha"",""shape"":[1],""precision"":""Float""},{""name"":""__mye570493/up_proj_23/MatMul_beta"",""shape"":[1],""precision"":""Float""}]|outputs=[{""name"":""__myln_k_arg__bb1_3262"",""shape"":[1,1,3072],""precision"":""Half""}]",inputs=Half;Half;Float;Float|outputs=Half,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,L23:up_proj,HIGH
598,"inputs=[{""name"":""__myln_k_arg__bb1_3262"",""shape"":[1,1,3072],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_3261"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye626434dconst"",""shape"":[1,1024,3072],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3263"",""shape"":[1,1,3072],""precision"":""Half""}]",inputs=Half;Int8;Int8|outputs=Half,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L23:gate_proj,HIGH
599,"inputs=[{""name"":""__myln_k_arg__bb1_3259"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_3263"",""shape"":[1,1,3072],""precision"":""Half""},{""name"":""onnx__MatMul_8392 _ ONNXTRT_Broadcast_6794_constantHalf"",""shape"":[1,3072,1024],""precision"":""Half""}]|outputs=[{""name"":""hidden_l23"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Half;Half;Half|outputs=Half,sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_by_fusion_tactic,L23:down_proj,HIGH
603,"inputs=[{""name"":""__myln_k_arg__bb1_3267"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye626439dconst"",""shape"":[1,1024,1024],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3268"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L24:v_proj,HIGH
607,"inputs=[{""name"":""__myln_k_arg__bb1_3266"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye626597dconst"",""shape"":[1,1024,1024],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3271"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L24:k_proj,HIGH
611,"inputs=[{""name"":""__myln_k_arg__bb1_3265"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye626602dconst"",""shape"":[1,1024,2048],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3276"",""shape"":[1,1,2048],""precision"":""Half""}]",inputs=Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L24:q_proj,HIGH
615,"inputs=[{""name"":""/Add_96_output_0'.1"",""shape"":[16,1,128],""precision"":""Half""},{""name"":""shuffle_output_/Reshape_196 _ /Transpose_123_first_transpose_output.1"",""shape"":[16,128,-1],""precision"":""Half""},{""name"":""__mye570566/MatMul_48_alpha"",""shape"":[1],""precision"":""Float""},{""name"":""__mye570567/MatMul_48_beta"",""shape"":[1],""precision"":""Float""}]|outputs=[{""name"":""__mye570563"",""shape"":[16,1,-1],""precision"":""Half""}]",inputs=Half;Half;Float;Float|outputs=Half,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_aligna2_alignc2,UNKNOWN,MEDIUM
618,"inputs=[{""name"":""/Softmax_24_output'.1"",""shape"":[16,1,-1],""precision"":""Half""},{""name"":""/Expand_49_output_0'.1"",""shape"":[16,-1,128],""precision"":""Half""},{""name"":""__mye570587/MatMul_49_alpha"",""shape"":[1],""precision"":""Float""},{""name"":""__mye570588/MatMul_49_beta"",""shape"":[1],""precision"":""Float""}]|outputs=[{""name"":""__myln_k_arg__bb1_3282"",""shape"":[16,1,128],""precision"":""Half""}]",inputs=Half;Half;Float;Float|outputs=Half,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2,UNKNOWN,MEDIUM
620,"inputs=[{""name"":""hidden_l23"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__mye574640_q8"",""shape"":[1,1,2048],""precision"":""Int8""},{""name"":""__mye626954dconst"",""shape"":[1,2048,1024],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3284"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Half;Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L24:o_proj,HIGH
622,"inputs=[{""name"":""__myln_k_arg__bb1_3285"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__mye626959dconst"",""shape"":[1,1024,3072],""precision"":""Half""},{""name"":""__mye570611/up_proj_24/MatMul_alpha"",""shape"":[1],""precision"":""Float""},{""name"":""__mye570612/up_proj_24/MatMul_beta"",""shape"":[1],""precision"":""Float""}]|outputs=[{""name"":""__myln_k_arg__bb1_3287"",""shape"":[1,1,3072],""precision"":""Half""}]",inputs=Half;Half;Float;Float|outputs=Half,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,L24:up_proj,HIGH
623,"inputs=[{""name"":""__myln_k_arg__bb1_3287"",""shape"":[1,1,3072],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_3286"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye626964dconst"",""shape"":[1,1024,3072],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3288"",""shape"":[1,1,3072],""precision"":""Half""}]",inputs=Half;Int8;Int8|outputs=Half,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L24:gate_proj,HIGH
624,"inputs=[{""name"":""__myln_k_arg__bb1_3284"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_3288"",""shape"":[1,1,3072],""precision"":""Half""},{""name"":""onnx__MatMul_8428 _ ONNXTRT_Broadcast_7077_constantHalf"",""shape"":[1,3072,1024],""precision"":""Half""}]|outputs=[{""name"":""hidden_l24"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Half;Half;Half|outputs=Half,sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_by_fusion_tactic,L24:down_proj,HIGH
628,"inputs=[{""name"":""__myln_k_arg__bb1_3292"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye626969dconst"",""shape"":[1,1024,1024],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3293"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L25:v_proj,HIGH
632,"inputs=[{""name"":""__myln_k_arg__bb1_3291"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye627127dconst"",""shape"":[1,1024,1024],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3296"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L25:k_proj,HIGH
636,"inputs=[{""name"":""__myln_k_arg__bb1_3290"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye627132dconst"",""shape"":[1,1024,2048],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3301"",""shape"":[1,1,2048],""precision"":""Half""}]",inputs=Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L25:q_proj,HIGH
640,"inputs=[{""name"":""/Add_100_output_0'.1"",""shape"":[16,1,128],""precision"":""Half""},{""name"":""shuffle_output_/Reshape_204 _ /Transpose_128_first_transpose_output.1"",""shape"":[16,128,-1],""precision"":""Half""},{""name"":""__mye570685/MatMul_50_alpha"",""shape"":[1],""precision"":""Float""},{""name"":""__mye570686/MatMul_50_beta"",""shape"":[1],""precision"":""Float""}]|outputs=[{""name"":""__mye570682"",""shape"":[16,1,-1],""precision"":""Half""}]",inputs=Half;Half;Float;Float|outputs=Half,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_aligna2_alignc2,UNKNOWN,MEDIUM
643,"inputs=[{""name"":""/Softmax_25_output'.1"",""shape"":[16,1,-1],""precision"":""Half""},{""name"":""/Expand_51_output_0'.1"",""shape"":[16,-1,128],""precision"":""Half""},{""name"":""__mye570706/MatMul_51_alpha"",""shape"":[1],""precision"":""Float""},{""name"":""__mye570707/MatMul_51_beta"",""shape"":[1],""precision"":""Float""}]|outputs=[{""name"":""__myln_k_arg__bb1_3307"",""shape"":[16,1,128],""precision"":""Half""}]",inputs=Half;Half;Float;Float|outputs=Half,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2,UNKNOWN,MEDIUM
645,"inputs=[{""name"":""hidden_l24"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__mye574646_q8"",""shape"":[1,1,2048],""precision"":""Int8""},{""name"":""__mye627484dconst"",""shape"":[1,2048,1024],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3309"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Half;Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L25:o_proj,HIGH
647,"inputs=[{""name"":""__myln_k_arg__bb1_3310"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__mye627489dconst"",""shape"":[1,1024,3072],""precision"":""Half""},{""name"":""__mye570730/up_proj_25/MatMul_alpha"",""shape"":[1],""precision"":""Float""},{""name"":""__mye570731/up_proj_25/MatMul_beta"",""shape"":[1],""precision"":""Float""}]|outputs=[{""name"":""__myln_k_arg__bb1_3312"",""shape"":[1,1,3072],""precision"":""Half""}]",inputs=Half;Half;Float;Float|outputs=Half,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,L25:up_proj,HIGH
